City,Country,Latitude,Longitude,Timezone
Cela,Africa,-11.42173,15.12345,Africa/Luanda
Catumbela,Africa,-12.43002,13.54677,Africa/Luanda
Catabola,Africa,-12.15,17.28333,Africa/Luanda
Capunda,Africa,-11.13333,14.46667,Africa/Luanda
Camucuio,Africa,-14.11667,13.25,Africa/Luanda
Cambundi Catembo,Africa,-10.07531,17.55058,Africa/Luanda
Camacupa,Africa,-12.01667,17.48333,Africa/Luanda
Caluquembe,Africa,-13.86667,14.43333,Africa/Luanda
Calulo,Africa,-10.00055,14.89519,Africa/Luanda
Calucinga,Africa,-11.32281,16.19588,Africa/Luanda
Calandula,Africa,-13.46667,19.61667,Africa/Luanda
Calai,Africa,-17.88896,19.7706,Africa/Luanda
Caimbambo,Africa,-13.02172,14.00283,Africa/Luanda
Cahama,Africa,-16.28556,14.30962,Africa/Luanda
Caconda,Africa,-13.73564,15.0618,Africa/Luanda
Cacolo,Africa,-10.14503,19.26598,Africa/Luanda
Caála,Africa,-12.8525,15.56056,Africa/Luanda
Bocoio,Africa,-12.47017,14.13688,Africa/Luanda
Bibala,Africa,-14.7665,13.34912,Africa/Luanda
Benguela,Africa,-12.57674,13.40268,Africa/Luanda
Balombo,Africa,-12.35426,14.77232,Africa/Luanda
Baía Farta,Africa,-12.60417,13.19667,Africa/Luanda
Andulo,Africa,-11.48676,16.69663,Africa/Luanda
Cambundi,Africa,-7.46856,17.03769,Africa/Luanda
Cafunfo,Africa,-8.7672,17.99572,Africa/Luanda
Santa Clara,Africa,-10.19156,15.43408,Africa/Luanda
Quissecula,Africa,-11.39223,15.09201,Africa/Luanda
Cambundi,Africa,-10.89481,17.76402,Africa/Luanda
Praia Bebe,Africa,-12.40959,13.50349,Africa/Luanda
Chela,Africa,-12.30261,15.43358,Africa/Luanda
Camboio,Africa,-12.92651,14.09888,Africa/Luanda
Calonamba,Africa,-13.77395,15.09111,Africa/Luanda
Zárate,America,-34.09584,-59.02423,America/Argentina/Buenos_Aires
Colonia Wanda,America,-25.97337,-54.56304,America/Argentina/Cordoba
Villa Ortúzar,America,-34.57973,-58.46829,America/Argentina/Buenos_Aires
Villa Ocampo,America,-28.48689,-59.35423,America/Argentina/Cordoba
María Grande,America,-31.66503,-59.89969,America/Argentina/Cordoba
Villa Lugano,America,-34.67907,-58.47263,America/Argentina/Buenos_Aires
Villa Hernandarias,America,-31.23097,-59.98464,America/Argentina/Cordoba
Villaguay,America,-31.86767,-59.02701,America/Argentina/Cordoba
Villa Gesell,America,-37.26394,-56.97304,America/Argentina/Buenos_Aires
Villa Elisa,America,-32.1632,-58.40082,America/Argentina/Cordoba
Villa de Mayo,America,-34.5108,-58.68059,America/Argentina/Buenos_Aires
Veinticinco de Mayo,America,-27.37796,-54.74505,America/Argentina/Cordoba
Urdinarrain,America,-32.69104,-58.88842,America/Argentina/Cordoba
Tortuguitas,America,-34.47513,-58.75367,America/Argentina/Buenos_Aires
Tigre,America,-34.42603,-58.57962,America/Argentina/Buenos_Aires
Tandil,America,-37.3287,-59.1369,America/Argentina/Buenos_Aires
San Vicente,America,-26.61667,-54.13333,America/Argentina/Cordoba
Santo Tomé,America,-28.55104,-56.04125,America/Argentina/Cordoba
Santos Lugares,America,-34.60306,-58.54074,America/Argentina/Buenos_Aires
Santo Pipó,America,-27.14147,-55.40945,America/Argentina/Cordoba
Santa Rosa,America,-28.26572,-58.12053,America/Argentina/Cordoba
Santa Lucía,America,-28.98984,-59.10076,America/Argentina/Cordoba
Santa Elena,America,-30.94432,-59.78832,America/Argentina/Cordoba
San Salvador,America,-31.62494,-58.50517,America/Argentina/Cordoba
San Pedro,America,-33.67918,-59.66633,America/Argentina/Buenos_Aires
San Pedro,America,-26.6218,-54.10902,America/Argentina/Cordoba
San Miguel,America,-27.99833,-57.58735,America/Argentina/Cordoba
San Luis del Palmar,America,-27.50766,-58.55625,America/Argentina/Cordoba
San Lorenzo,America,-28.13442,-58.76685,America/Argentina/Cordoba
San José de Feliciano,America,-30.38546,-58.75025,America/Argentina/Cordoba
San José,America,-27.76916,-55.78033,America/Argentina/Cordoba
San Javier,America,-30.57781,-59.9317,America/Argentina/Cordoba
San Isidro,America,-34.46971,-58.52111,America/Argentina/Buenos_Aires
San Clemente del Tuyú,America,-36.35419,-56.72568,America/Argentina/Buenos_Aires
San Antonio de Padua,America,-34.66267,-58.69819,America/Argentina/Buenos_Aires
Saladas,America,-28.25504,-58.62386,America/Argentina/Cordoba
Rosario del Tala,America,-32.30073,-59.13928,America/Argentina/Cordoba
Retiro,America,-34.58333,-58.38333,America/Argentina/Buenos_Aires
Resistencia,America,-27.46363,-58.98665,America/Argentina/Cordoba
Reconquista,America,-29.15,-59.65,America/Argentina/Cordoba
Quilmes,America,-34.72065,-58.25454,America/Argentina/Buenos_Aires
Puerto Vilelas,America,-27.51083,-58.94179,America/Argentina/Cordoba
Puerto Tirol,America,-27.37382,-59.08927,America/Argentina/Cordoba
Puerto Rico,America,-26.8089,-55.02147,America/Argentina/Cordoba
Puerto Piray,America,-26.46937,-54.70736,America/Argentina/Cordoba
Puerto Libertad,America,-25.91958,-54.58229,America/Argentina/Cordoba
Puerto Iguazú,America,-25.59912,-54.57355,America/Argentina/Cordoba
Puerto Esperanza,America,-26.02267,-54.61356,America/Argentina/Cordoba
Puerto Eldorado,America,-26.40843,-54.69463,America/Argentina/Cordoba
Presidencia de la Plaza,America,-27.00213,-59.84476,America/Argentina/Cordoba
Posadas,America,-27.39184,-55.92379,America/Argentina/Cordoba
Pontevedra,America,-34.74947,-58.70158,America/Argentina/Buenos_Aires
Pirané,America,-25.73271,-59.10989,America/Argentina/Cordoba
Pilar,America,-34.45867,-58.91398,America/Argentina/Buenos_Aires
Perugorría,America,-29.34077,-58.60826,America/Argentina/Cordoba
Paso de los Libres,America,-29.71251,-57.08771,America/Argentina/Cordoba
Paso de la Patria,America,-27.31738,-58.57264,America/Argentina/Cordoba
Panambí,America,-27.72199,-54.91486,America/Argentina/Cordoba
Pampa del Indio,America,-26.04982,-59.93728,America/Argentina/Cordoba
Palo Santo,America,-25.56461,-59.3378,America/Argentina/Cordoba
Oberá,America,-27.48683,-55.11994,America/Argentina/Cordoba
Nuestra Señora del Rosario de Caá Catí,America,-27.75215,-57.622,America/Argentina/Cordoba
Necochea,America,-38.5545,-58.73961,America/Argentina/Buenos_Aires
Muñiz,America,-34.55622,-58.70739,America/Argentina/Buenos_Aires
Morón,America,-34.65118,-58.62205,America/Argentina/Buenos_Aires
Monte Caseros,America,-30.2518,-57.63537,America/Argentina/Cordoba
Montecarlo,America,-26.56849,-54.7579,America/Argentina/Cordoba
Mocoretá,America,-30.61798,-57.96705,America/Argentina/Cordoba
Merlo,America,-34.66536,-58.72744,America/Argentina/Buenos_Aires
Mercedes,America,-34.65072,-59.43143,America/Argentina/Buenos_Aires
Mercedes,America,-29.18416,-58.07519,America/Argentina/Cordoba
Mburucuyá,America,-28.04532,-58.22835,America/Argentina/Cordoba
Haedo,America,-34.64239,-58.59212,America/Argentina/Buenos_Aires
Margarita Belén,America,-27.25902,-58.97157,America/Argentina/Cordoba
Mar del Plata,America,-38.00042,-57.5562,America/Argentina/Buenos_Aires
Malabrigo,America,-29.34867,-59.97008,America/Argentina/Cordoba
Maciá,America,-32.17254,-59.4006,America/Argentina/Cordoba
Luján,America,-34.5664,-59.11478,America/Argentina/Buenos_Aires
Los Polvorines,America,-34.50316,-58.70596,America/Argentina/Buenos_Aires
Las Toscas,America,-28.35503,-59.25915,America/Argentina/Cordoba
Larroque,America,-33.03511,-58.99982,America/Argentina/Cordoba
La Plata,America,-34.92126,-57.95442,America/Argentina/Buenos_Aires
La Paz,America,-30.74179,-59.64517,America/Argentina/Cordoba
La Leonesa,America,-27.03751,-58.70498,America/Argentina/Cordoba
La Cruz,America,-29.17625,-56.64262,America/Argentina/Cordoba
Jardín América,America,-27.04346,-55.22698,America/Argentina/Cordoba
Ituzaingó,America,-27.58504,-56.68707,America/Argentina/Cordoba
Itatí,America,-27.26915,-58.24249,America/Argentina/Cordoba
Ibarreta,America,-25.2144,-59.8582,America/Argentina/Cordoba
Hurlingham,America,-34.5904,-58.62904,America/Argentina/Buenos_Aires
Gualeguaychú,America,-33.00777,-58.51836,America/Argentina/Cordoba
Gualeguay,America,-33.14091,-59.31257,America/Argentina/Cordoba
Goya,America,-29.13995,-59.26343,America/Argentina/Cordoba
Gobernador Roca,America,-27.19057,-55.46927,America/Argentina/Cordoba
Gobernador Virasora,America,-28.05,-56.03333,America/Argentina/Cordoba
General Pacheco,America,-34.45256,-58.64312,America/Argentina/Buenos_Aires
General José de San Martín,America,-26.53643,-59.34138,America/Argentina/Cordoba
Garupá,America,-27.48315,-55.82924,America/Argentina/Cordoba
Garuhapé,America,-26.82116,-54.95774,America/Argentina/Cordoba
Formosa,America,-26.18489,-58.17313,America/Argentina/Cordoba
Fontana,America,-27.42039,-59.03731,America/Argentina/Cordoba
Federal,America,-30.95619,-58.7797,America/Argentina/Cordoba
Federación,America,-30.99114,-57.91789,America/Argentina/Cordoba
Esquina,America,-30.01476,-59.5289,America/Argentina/Cordoba
El Soberbio,America,-27.29662,-54.19811,America/Argentina/Cordoba
El Palomar,America,-34.61771,-58.60153,America/Argentina/Buenos_Aires
El Colorado,America,-26.30896,-59.37226,America/Argentina/Cordoba
El Alcázar,America,-26.71377,-54.81482,America/Argentina/Cordoba
Dos de Mayo,America,-27.01998,-54.68462,America/Argentina/Cordoba
Don Torcuato,America,-34.49459,-58.62729,America/Argentina/Buenos_Aires
Dolores,America,-36.31539,-57.67546,America/Argentina/Buenos_Aires
Curuzú Cuatiá,America,-29.79145,-58.0499,America/Argentina/Cordoba
Corrientes,America,-27.46784,-58.8344,America/Argentina/Cordoba
Concordia,America,-31.39195,-58.01706,America/Argentina/Cordoba
Concepción del Uruguay,America,-32.48463,-58.23217,America/Argentina/Cordoba
Concepción de la Sierra,America,-27.98225,-55.5208,America/Argentina/Cordoba
Comandante Fontana,America,-25.3354,-59.6825,America/Argentina/Cordoba
Colonia Aurora,America,-27.4737,-54.52416,America/Argentina/Cordoba
Colegiales,America,-34.57365,-58.44924,America/Argentina/Buenos_Aires
Clorinda,America,-25.28627,-57.72168,America/Argentina/Cordoba
Chajarí,America,-30.75482,-57.98196,America/Argentina/Cordoba
Cerro Azul,America,-27.63363,-55.49746,America/Argentina/Cordoba
Castelar,America,-34.65142,-58.64074,America/Argentina/Buenos_Aires
Capioví,America,-26.92936,-55.05773,America/Argentina/Cordoba
Candelaria,America,-27.4617,-55.7449,America/Argentina/Cordoba
Campo Viera,America,-27.33271,-55.05651,America/Argentina/Cordoba
Campo Ramón,America,-27.4549,-55.02122,America/Argentina/Cordoba
Campo Grande,America,-27.2077,-54.97977,America/Argentina/Cordoba
Campana,America,-34.16327,-58.95919,America/Argentina/Buenos_Aires
Buenos Aires,America,-34.61315,-58.37723,America/Argentina/Buenos_Aires
Bovril,America,-31.34358,-59.44652,America/Argentina/Cordoba
Boedo,America,-34.63333,-58.41667,America/Argentina/Buenos_Aires
Bernardo de Irigoyen,America,-26.25543,-53.64682,America/Argentina/Cordoba
Berazategui,America,-34.76531,-58.21278,America/Argentina/Buenos_Aires
Bella Vista,America,-34.5651,-58.69034,America/Argentina/Buenos_Aires
Belgrano,America,-34.5627,-58.45829,America/Argentina/Buenos_Aires
Barranqueras,America,-27.48132,-58.93925,America/Argentina/Cordoba
Barracas,America,-34.64966,-58.38341,America/Argentina/Buenos_Aires
Balcarce,America,-37.84638,-58.25549,America/Argentina/Buenos_Aires
Azul,America,-36.77803,-59.85848,America/Argentina/Buenos_Aires
Avellaneda,America,-29.11761,-59.65834,America/Argentina/Cordoba
Aristóbulo del Valle,America,-27.09571,-54.89344,America/Argentina/Cordoba
Alvear,America,-29.09689,-56.55038,America/Argentina/Cordoba
Alba Posse,America,-27.56942,-54.68383,America/Argentina/Cordoba
Zapala,America,-38.90056,-70.06674,America/Argentina/Salta
Yuto,America,-23.64281,-64.47162,America/Argentina/Jujuy
Yerba Buena,America,-26.81298,-65.29543,America/Argentina/Tucuman
Yacimientos Río Turbio,America,-51.53642,-72.33786,America/Argentina/Rio_Gallegos
Villa Regina,America,-39.09631,-67.08374,America/Argentina/Salta
Villa Paula de Sarmiento,America,-31.4933,-68.53838,America/Argentina/San_Juan
Villa Ojo de Agua,America,-29.50281,-63.69497,America/Argentina/Cordoba
Villa Nueva,America,-32.43289,-63.24811,America/Argentina/Cordoba
Villa María,America,-32.40751,-63.24016,America/Argentina/Cordoba
Villa La Angostura,America,-40.76173,-71.64631,America/Argentina/Salta
Villa Huidobro,America,-34.83826,-64.58686,America/Argentina/Cordoba
Villa General Belgrano,America,-31.97828,-64.55627,America/Argentina/Cordoba
Villa Dolores,America,-31.94504,-65.19025,America/Argentina/Cordoba
Villa de Soto,America,-30.85524,-64.98496,America/Argentina/Cordoba
Villa del Totoral,America,-30.81667,-63.71667,America/Argentina/Cordoba
Villa Constitución,America,-33.22778,-60.3297,America/Argentina/Cordoba
Chañar Ladeado,America,-33.32524,-62.03831,America/Argentina/Cordoba
Villa Carlos Paz,America,-31.4183,-64.49008,America/Argentina/Cordoba
Villa Cañás,America,-34.00565,-61.60757,America/Argentina/Cordoba
Villa Berthet,America,-27.28567,-60.41579,America/Argentina/Cordoba
Villa Ángela,America,-27.57679,-60.71114,America/Argentina/Cordoba
Villa Allende,America,-31.29368,-64.2977,America/Argentina/Cordoba
Viedma,America,-40.81519,-63.0004,America/Argentina/Salta
Vicuña Mackenna,America,-33.91823,-64.39066,America/Argentina/Cordoba
Victorica,America,-36.21654,-65.43709,America/Argentina/Salta
Victoria,America,-32.61841,-60.15478,America/Argentina/Cordoba
Viale,America,-31.86819,-60.00755,America/Argentina/Cordoba
Vera,America,-29.4593,-60.21261,America/Argentina/Cordoba
Venado Tuerto,America,-33.74556,-61.96885,America/Argentina/Cordoba
Veinticinco de Mayo,America,-37.77491,-67.71354,America/Argentina/Salta
Veinticinco de Mayo,America,-35.43247,-60.17156,America/Argentina/Buenos_Aires
Valle Hermoso,America,-31.11205,-64.48114,America/Argentina/Cordoba
Ushuaia,America,-54.81084,-68.31591,America/Argentina/Ushuaia
Unquillo,America,-31.23717,-64.31176,America/Argentina/Cordoba
Trevelin,America,-43.0858,-71.46386,America/Argentina/Catamarca
Tres Isletas,America,-26.34067,-60.43207,America/Argentina/Cordoba
Tres Arroyos,America,-38.37694,-60.27563,America/Argentina/Buenos_Aires
Trelew,America,-43.24895,-65.30505,America/Argentina/Catamarca
Trancas,America,-26.23136,-65.28093,America/Argentina/Tucuman
Totoras,America,-32.5844,-61.16852,America/Argentina/Cordoba
Tostado,America,-29.23202,-61.76917,America/Argentina/Cordoba
Tinogasta,America,-28.06556,-67.56437,America/Argentina/Catamarca
Tilisarao,America,-32.73125,-65.29138,America/Argentina/San_Luis
Tilcara,America,-23.57817,-65.39516,America/Argentina/Jujuy
Termas de Río Hondo,America,-27.49362,-64.85972,America/Argentina/Cordoba
Tartagal,America,-22.51682,-63.8056,America/Argentina/Salta
Tancacha,America,-32.23751,-63.97983,America/Argentina/Cordoba
Tafí Viejo,America,-26.7333,-65.26146,America/Argentina/Tucuman
Taco Pozo,America,-25.61557,-63.26708,America/Argentina/Cordoba
Suncho Corral,America,-27.93195,-63.43021,America/Argentina/Cordoba
Sunchales,America,-30.94404,-61.56148,America/Argentina/Cordoba
Simoca,America,-27.2629,-65.35792,America/Argentina/Tucuman
Sierra Grande,America,-41.60546,-65.35702,America/Argentina/Salta
Senillosa,America,-39.01412,-68.43281,America/Argentina/Salta
Sastre,America,-31.76762,-61.82887,America/Argentina/Cordoba
Sarmiento,America,-45.58687,-69.06894,America/Argentina/Catamarca
Santo Tomé,America,-31.66274,-60.7653,America/Argentina/Cordoba
Santiago del Estero,America,-27.80047,-64.26285,America/Argentina/Cordoba
Santa Sylvina,America,-27.83154,-61.13601,America/Argentina/Cordoba
Santa Rosa de Río Primero,America,-31.15353,-63.39938,America/Argentina/Cordoba
Santa Rosa de Calamuchita,America,-32.06439,-64.53961,America/Argentina/Cordoba
Santa Rosa,America,-36.61617,-64.28991,America/Argentina/Salta
Santa Lucía,America,-31.54055,-68.49794,America/Argentina/San_Juan
Santa Fe,America,-31.64881,-60.70868,America/Argentina/Cordoba
San Salvador de Jujuy,America,-24.1928,-65.29342,America/Argentina/Jujuy
San Ramón de la Nueva Orán,America,-23.13705,-64.32426,America/Argentina/Salta
San Rafael,America,-34.61531,-68.33238,America/Argentina/Mendoza
San Pedro de Jujuy,America,-24.23127,-64.86614,America/Argentina/Jujuy
San Nicolás de los Arroyos,America,-33.33425,-60.2108,America/Argentina/Buenos_Aires
San Miguel de Tucumán,America,-26.81601,-65.21051,America/Argentina/Tucuman
San Martín de los Andes,America,-40.15789,-71.35337,America/Argentina/Salta
San Martín,America,-33.08338,-68.47312,America/Argentina/Mendoza
Villa General San Martín,America,-31.43963,-68.5205,America/Argentina/San_Juan
San Luis,America,-33.2914,-66.32467,America/Argentina/San_Luis
San Justo,America,-30.78913,-60.59189,America/Argentina/Cordoba
San Juan,America,-31.53726,-68.52568,America/Argentina/San_Juan
San José de Jáchal,America,-30.24162,-68.74662,America/Argentina/San_Juan
San Jorge,America,-31.89618,-61.85984,America/Argentina/Cordoba
San Francisco,America,-31.42497,-62.08404,America/Argentina/Cordoba
Catamarca,America,-28.46957,-65.78524,America/Argentina/Catamarca
San Cristóbal,America,-30.31053,-61.23724,America/Argentina/Cordoba
San Carlos Centro,America,-31.72864,-61.09192,America/Argentina/Cordoba
San Bernardo,America,-27.28672,-60.71293,America/Argentina/Cordoba
San Benito,America,-31.78283,-60.43949,America/Argentina/Cordoba
San Antonio Oeste,America,-40.73193,-64.94769,America/Argentina/Salta
Villa San Agustín,America,-30.63464,-67.4679,America/Argentina/San_Juan
Sampacho,America,-33.38452,-64.72274,America/Argentina/Cordoba
Salta,America,-24.80645,-65.41999,America/Argentina/Salta
Salsipuedes,America,-31.13789,-64.29277,America/Argentina/Cordoba
Rufino,America,-34.26827,-62.71262,America/Argentina/Cordoba
Rosario,America,-32.94682,-60.63932,America/Argentina/Cordoba
Roldán,America,-32.89846,-60.90681,America/Argentina/Cordoba
Río Tercero,America,-32.17675,-64.11295,America/Argentina/Cordoba
Río Segundo,America,-31.6501,-63.91165,America/Argentina/Cordoba
Río Primero,America,-31.3339,-63.61856,America/Argentina/Cordoba
Río Grande,America,-53.78773,-67.70975,America/Argentina/Ushuaia
Río Gallegos,America,-51.6253,-69.25229,America/Argentina/Rio_Gallegos
Río Cuarto,America,-33.13044,-64.35272,America/Argentina/Cordoba
Río Ceballos,America,-31.1697,-64.3175,America/Argentina/Cordoba
Recreo,America,-31.49076,-60.73299,America/Argentina/Cordoba
Recreo,America,-29.28184,-65.06096,America/Argentina/Catamarca
Realicó,America,-35.03821,-64.24631,America/Argentina/Salta
Rawson,America,-43.30031,-65.10564,America/Argentina/Catamarca
Rafaela,America,-31.25033,-61.4867,America/Argentina/Cordoba
Rada Tilly,America,-45.92462,-67.55424,America/Argentina/Catamarca
Quitilipi,America,-26.8708,-60.21537,America/Argentina/Cordoba
Quimilí,America,-27.64615,-62.41655,America/Argentina/Cordoba
Punta Alta,America,-38.8805,-62.07503,America/Argentina/Buenos_Aires
Puerto San Julián,America,-49.30696,-67.7298,America/Argentina/Rio_Gallegos
Puerto Madryn,America,-42.76848,-65.03827,America/Argentina/Catamarca
Puerto Deseado,America,-47.75131,-65.89674,America/Argentina/Rio_Gallegos
Presidencia Roque Sáenz Peña,America,-26.79095,-60.44132,America/Argentina/Cordoba
Pozo del Molle,America,-32.02127,-62.91931,America/Argentina/Cordoba
Pocito,America,-31.68333,-68.58333,America/Argentina/San_Juan
Plottier,America,-38.96667,-68.23333,America/Argentina/Salta
Plaza Huincul,America,-38.93012,-69.20778,America/Argentina/Salta
Pilar,America,-31.68129,-63.8824,America/Argentina/Cordoba
Pico Truncado,America,-46.79942,-67.95785,America/Argentina/Rio_Gallegos
Pergamino,America,-33.89101,-60.57462,America/Argentina/Buenos_Aires
Pérez,America,-32.99835,-60.76791,America/Argentina/Cordoba
Paraná,America,-31.73271,-60.52897,America/Argentina/Cordoba
Pampa del Infierno,America,-26.50353,-61.17654,America/Argentina/Cordoba
Palpalá,America,-24.25798,-65.21358,America/Argentina/Jujuy
Palma Sola,America,-23.97771,-64.30311,America/Argentina/Jujuy
Oncativo,America,-31.9134,-63.68214,America/Argentina/Cordoba
Oliva,America,-32.03823,-63.57063,America/Argentina/Cordoba
Olavarría,America,-36.89384,-60.32319,America/Argentina/Buenos_Aires
Nueve de Julio,America,-35.44394,-60.88463,America/Argentina/Buenos_Aires
Nueve de Julio,America,-31.6692,-68.39013,America/Argentina/San_Juan
Neuquén,America,-38.95078,-68.0592,America/Argentina/Salta
Morteros,America,-30.71066,-62.00714,America/Argentina/Cordoba
Monteros,America,-27.16825,-65.49892,America/Argentina/Tucuman
Monte Maíz,America,-33.20424,-62.60052,America/Argentina/Cordoba
Montecristo,America,-31.34136,-63.94535,America/Argentina/Cordoba
Monte Buey,America,-32.91649,-62.4564,America/Argentina/Cordoba
Mina Clavero,America,-31.72945,-65.00501,America/Argentina/Cordoba
Merlo,America,-32.34288,-65.01396,America/Argentina/San_Luis
Mendoza,America,-32.88946,-68.84582,America/Argentina/Mendoza
Marcos Juárez,America,-32.6978,-62.10672,America/Argentina/Cordoba
Malvinas Argentinas,America,-31.38194,-64.05545,America/Argentina/Cordoba
Malagueño,America,-31.46737,-64.35903,America/Argentina/Cordoba
Machagai,America,-26.92617,-60.04852,America/Argentina/Cordoba
Los Frentones,America,-26.40706,-61.41284,America/Argentina/Cordoba
Los Altos,America,-28.04501,-65.49764,America/Argentina/Catamarca
Lincoln,America,-34.86819,-61.52929,America/Argentina/Buenos_Aires
Libertador General San Martín,America,-23.81305,-64.79353,America/Argentina/Jujuy
Leones,America,-32.65828,-62.29773,America/Argentina/Cordoba
La Toma,America,-33.05353,-65.62254,America/Argentina/San_Luis
Las Varillas,America,-31.8704,-62.71968,America/Argentina/Cordoba
Las Rosas,America,-32.47661,-61.58041,America/Argentina/Cordoba
Las Parejas,America,-32.68478,-61.51637,America/Argentina/Cordoba
Las Lomitas,America,-24.70818,-60.59239,America/Argentina/Cordoba
Las Lajitas,America,-24.72762,-64.19335,America/Argentina/Salta
Las Higueras,America,-33.09386,-64.28824,America/Argentina/Cordoba
Las Heras,America,-46.54131,-68.93227,America/Argentina/Rio_Gallegos
Las Breñas,America,-27.08819,-61.08217,America/Argentina/Cordoba
La Rioja,America,-29.41328,-66.85637,America/Argentina/La_Rioja
La Quiaca,America,-22.10448,-65.59646,America/Argentina/Jujuy
Lamarque,America,-39.42515,-65.70215,America/Argentina/Salta
Laguna Paiva,America,-31.30391,-60.65894,America/Argentina/Cordoba
Laguna Larga,America,-31.77569,-63.80038,America/Argentina/Cordoba
La Falda,America,-31.09321,-64.48448,America/Argentina/Cordoba
La Cumbre,America,-30.98225,-64.49074,America/Argentina/Cordoba
La Cocha,America,-27.76927,-65.58711,America/Argentina/Tucuman
La Carlota,America,-33.42012,-63.2975,America/Argentina/Cordoba
La Calera,America,-31.34582,-64.33849,America/Argentina/Cordoba
Laboulaye,America,-34.12688,-63.39083,America/Argentina/Cordoba
Laborde,America,-33.15481,-62.85741,America/Argentina/Cordoba
Justo Daract,America,-33.86056,-65.18224,America/Argentina/San_Luis
Justiniano Posse,America,-32.88344,-62.67965,America/Argentina/Cordoba
Junín de los Andes,America,-39.94931,-71.07543,America/Argentina/Salta
Junín,America,-34.59391,-60.94644,America/Argentina/Buenos_Aires
Joaquín V. González,America,-25.11364,-64.12628,America/Argentina/Salta
Jesús María,America,-30.98153,-64.09424,America/Argentina/Cordoba
Intendente Alvear,America,-35.23468,-63.59209,America/Argentina/Salta
La Esperanza,America,-24.2247,-64.83807,America/Argentina/Jujuy
Ingeniero Luis A. Huergo,America,-39.07146,-67.2379,America/Argentina/Salta
Ingeniero Jacobacci,America,-41.3292,-69.55015,America/Argentina/Salta
Ingeniero Guillermo N. Juárez,America,-23.89861,-61.85502,America/Argentina/Cordoba
Icaño,America,-28.91946,-65.33023,America/Argentina/Catamarca
Humahuaca,America,-23.20612,-65.34742,America/Argentina/Jujuy
Huinca Renancó,America,-34.84131,-64.3746,America/Argentina/Cordoba
